,PlayerName,PlayerHeight,PlayerWeight,PotentialRating,BestPositions,BestOverallRating,PlayerValue,Wage,Nationality,Crossing,FinishingAccuracy,HeadingAccuracy,ShortPassing,Volleys,DefensiveAwareness,StandingTackle,SlidingTackle,Diving,Handling,Kicking,GkPositioning,Reflexes,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,JumpingPower,Stamina,Strength,LongShots,PreferredFoot,WeakFoot,SkillMoves,InternationalReputations,WorkRate,BodyType,Dribbling,Curve,FreekickAccuracy,LongPassing,BallControl,Age
10620,Pol Freixanet Viejo,191,80,66,GK,65,575000,2000,Spain,35,13,11,26,12,14,19,16,64,69,59,60,66,16,28,14,25,24,46,46,49,45,64,41,44,60,42,66,10,Right,2,1,1,Medium/ Medium,Normal (185+),17,34,20,32,29,31
10621,Tobias Christensen,178,73,79,CAM,67,1700000,2000,Norway,56,59,40,67,50,40,41,46,11,8,9,11,14,42,21,65,66,45,65,74,66,82,59,74,52,49,71,57,49,Left,3,3,1,High/ Medium,Lean (170-185),68,68,58,60,66,22
10622,Marin Aničić,192,86,65,CB,65,575000,4000,Bosnia Herzegovina,26,26,70,58,30,66,71,68,10,10,13,7,9,50,61,23,29,44,66,62,54,46,66,42,60,71,66,79,21,Left,3,2,1,Medium/ Medium,Normal (185+),32,56,34,64,41,33
10623,Iván Bravo Castro,178,64,77,LB,65,1600000,1000,Spain,54,33,52,54,29,58,67,65,14,8,13,15,9,55,59,40,36,44,45,78,76,60,58,73,29,55,75,50,35,Left,3,3,1,High/ Medium,Normal (170-185),65,49,39,50,54,21
10624,Konrad Forenc,191,91,68,GK,65,700000,2000,Poland,12,13,14,23,14,13,15,14,66,66,64,63,66,21,13,15,41,23,51,39,46,51,57,46,48,63,35,81,12,Left,2,1,1,Medium/ Medium,Normal (185+),15,14,14,23,18,30
10625,Timothy Payne,179,73,67,CB,66,800000,1000,New Zealand,66,55,58,60,53,61,62,58,13,9,7,9,12,83,60,59,61,47,55,64,75,62,60,65,66,65,73,78,58,Right,3,2,1,High/ Medium,Normal (170-185),61,68,63,63,61,28
10626,Josh Dacres-Cogley,174,68,71,RB,65,1100000,4000,England,63,45,55,62,33,62,61,59,15,9,11,6,11,62,61,60,60,49,56,78,76,73,62,66,59,73,65,61,56,Right,3,2,1,Medium/ Medium,Lean (170-185),64,39,35,59,62,26
10627,Joël Mohammed Ramzan Piroe,185,74,74,ST,67,1600000,4000,Netherlands,47,65,64,57,58,20,29,27,10,13,9,7,11,39,21,62,56,67,59,63,65,66,58,63,73,67,57,76,62,Left,4,3,1,Medium/ Medium,Stocky (185+),62,55,52,38,67,23
10628,조동건 赵东建,180,75,65,ST,65,350000,2000,Korea Republic,50,64,67,60,62,22,21,16,9,11,16,8,16,60,34,71,58,66,65,67,72,47,66,63,67,76,69,73,57,Right,3,3,1,High/ Medium,Normal (170-185),58,47,37,55,58,36
10629,안준수 安俊洙,188,78,73,GK,65,1400000,1000,Korea Republic,13,8,12,17,8,20,14,13,64,63,62,64,66,25,13,5,29,12,38,29,26,35,60,31,47,50,28,42,7,Right,2,1,1,Medium/ Medium,Normal (185+),14,14,12,28,12,24
10630,Sulejman Krpić,187,83,65,ST,65,725000,2000,Bosnia Herzegovina,42,66,79,53,52,38,21,22,11,11,10,14,8,26,19,61,44,56,47,68,67,62,54,46,66,63,66,89,55,Right,3,2,1,Medium/ Medium,Normal (185+),57,39,32,49,64,31
10631,Iván Rodrigo Ramírez Segovia,177,70,71,CDM,66,1000000,500,Paraguay,46,31,57,66,29,63,64,63,10,7,6,14,14,64,63,39,53,43,60,65,65,58,60,66,47,67,70,62,29,Right,2,2,1,Medium/ High,Normal (170-185),54,40,39,63,66,28
10632,Yanis Hamache,176,80,76,LM,67,1500000,2000,France,65,52,49,64,49,58,62,63,8,9,5,8,10,66,59,63,57,56,62,77,75,69,59,77,64,51,66,68,55,Left,3,2,1,High/ Medium,Normal (170-185),68,66,60,61,66,23
10633,Samy Mmaee Nwambeben,181,83,72,CB,67,1300000,3000,Morocco,46,28,63,59,24,64,62,64,7,14,12,9,8,70,62,22,46,34,59,67,69,66,59,66,49,74,64,78,26,Right,3,2,1,Low/ Medium,Normal (170-185),51,24,21,56,58,26
10634,Horacio David Salaberry Marrero,181,75,65,CB,65,350000,500,Uruguay,31,25,70,55,21,66,69,62,9,10,8,8,14,58,64,29,26,30,52,58,55,45,64,66,40,78,61,63,28,Right,2,2,1,Medium/ Medium,Normal (170-185),38,29,37,60,57,35
10635,Aynsley Pears,186,80,76,GK,65,1400000,7000,England,12,10,13,22,9,10,13,11,63,61,61,63,69,35,9,10,38,14,34,15,16,41,62,29,46,36,16,53,12,Right,2,1,1,Medium/ Medium,Lean (185+),11,10,14,21,19,24
10636,Jamie Shackleton,168,65,79,RM,69,1700000,15000,England,64,39,44,71,31,58,62,57,14,14,11,9,11,68,63,59,63,33,67,85,79,79,58,86,44,60,79,57,42,Right,3,3,1,High/ Medium,Lean (170-),69,48,38,63,70,23
10637,Jacobo González Rodrigáñez,179,70,73,CAM,67,1600000,2000,Spain,64,63,42,64,46,35,29,32,11,7,8,13,14,44,31,60,62,58,68,76,72,80,52,71,67,48,55,46,71,Right,3,3,1,Medium/ Medium,Normal (170-185),66,68,70,60,70,25
10638,Toby Peter Sibbick,183,69,74,RB,65,1500000,2000,England,53,24,60,61,27,59,68,63,13,6,12,9,12,48,59,53,35,34,52,73,76,60,59,56,38,70,72,67,24,Right,3,2,1,Medium/ Medium,Lean (170-185),58,25,23,54,62,23
10639,Lewis Stevenson,170,67,65,LB,65,500000,2000,Scotland,56,43,57,64,12,64,65,61,6,12,7,13,9,70,63,54,62,53,57,61,65,73,63,79,58,79,72,63,29,Left,3,2,1,Medium/ High,Normal (170-),63,53,55,62,64,34
10640,Ole Martin Lekven Kolskogen,187,73,78,CB,67,1600000,750,Norway,25,35,63,57,42,64,66,62,7,10,6,13,6,63,66,29,31,40,57,71,77,58,61,58,48,73,62,69,32,Right,3,2,1,Medium/ Medium,Lean (185+),49,52,25,44,58,21
10641,최보경 财博炅,184,79,65,CB,65,475000,3000,Korea Republic,47,32,62,66,41,56,66,62,8,10,14,15,10,67,71,33,57,45,51,65,61,71,69,64,52,70,76,73,43,Left,3,2,1,Medium/ Medium,Normal (170-185),47,34,35,58,55,34
10642,Guillaume Dequaire,187,80,65,CB,65,600000,2000,France,34,24,72,61,34,62,68,64,12,9,13,6,12,58,58,29,29,53,52,57,55,34,59,50,43,70,67,78,35,Left,3,2,1,Medium/ Medium,Lean (185+),46,49,52,44,59,32
10643,实藤 友紀,179,72,65,CB,65,500000,3000,Japan,29,28,63,51,25,67,65,62,12,7,14,10,8,64,66,26,29,33,68,71,65,71,64,66,41,80,66,73,25,Right,3,2,1,Medium/ Medium,Normal (170-185),36,26,25,35,48,33
10644,Cheikh Tidiane Sabaly,168,56,80,RM,66,1800000,4000,Senegal,60,57,45,64,53,15,11,19,15,14,14,11,15,31,18,64,51,58,52,79,79,78,54,86,58,55,60,31,37,Right,3,3,1,High/ Low,Lean (170-),71,52,40,55,67,23
10645,Andy Jeferson Polar Paredes,165,58,74,RM,66,1600000,500,Peru,60,60,35,65,40,30,24,31,14,12,11,13,7,33,19,60,58,51,64,79,77,74,50,64,53,37,78,57,45,Right,3,3,1,High/ Low,Lean (170-),67,50,42,53,65,25
10646,Enson Jesús Rodríguez Mesa,161,60,65,CF,66,700000,500,Venezuela,51,62,43,60,47,45,49,45,11,12,15,9,8,47,66,70,69,57,66,72,73,77,72,80,69,56,73,55,70,Right,3,3,1,Medium/ Medium,Normal (170-),59,74,59,52,64,33
10647,Eric Junior Bocat,175,65,74,LB,65,1500000,2000,France,65,46,53,63,45,57,61,62,13,15,7,8,12,61,59,56,54,47,60,74,72,69,62,73,57,59,66,50,49,Left,3,2,1,High/ Medium,Normal (170-185),66,59,42,54,64,23
10648,Jannik Bandowski,189,81,68,LB,65,850000,2000,Germany,60,59,67,63,36,50,60,59,11,14,9,8,14,64,63,50,53,39,47,83,90,62,63,50,69,52,56,71,51,Left,3,2,1,High/ Medium,Lean (185+),62,46,39,51,65,28
10649,Johnny Víctor Vidales Lature,180,74,65,RW,65,725000,500,Peru,62,57,47,63,50,41,30,30,9,7,7,8,8,29,21,61,64,61,61,77,83,81,63,75,61,50,48,44,59,Right,3,3,1,Medium/ Medium,Lean (170-185),61,61,48,56,66,30
10650,Jamie Lindsay,183,67,68,CM,67,975000,9000,Scotland,58,57,61,67,51,60,63,61,9,11,9,11,14,64,63,57,63,44,60,54,67,67,64,74,63,55,74,66,65,Right,2,2,1,Medium/ Medium,Normal (170-185),67,62,50,65,68,27
10651,István Sándor Fülöp,179,76,65,CAM,65,700000,3000,Romania,66,59,57,68,58,47,55,48,9,6,6,6,8,69,55,64,65,54,70,69,66,66,61,64,67,72,66,66,67,Left,2,3,1,Medium/ Medium,Lean (170-185),65,68,69,67,64,32
10652,Maureen Javier Franco Alonso,180,75,65,ST,65,240000,500,Uruguay,59,70,63,60,60,59,29,28,10,10,10,14,14,57,60,65,51,65,59,70,67,68,65,62,60,55,70,68,59,Left,2,3,1,Medium/ Medium,Stocky (170-185),61,49,49,50,67,39
10653,Jeremy Cijntje,183,78,72,ST,66,1500000,2000,Curacao,58,60,57,58,56,25,28,29,6,10,14,7,13,29,19,61,51,59,54,85,90,86,55,59,70,41,55,65,52,Right,3,3,1,High/ Medium,Normal (170-185),70,53,47,50,67,24
10654,Oliver Valaker Edvardsen,175,70,75,LM,66,1600000,1000,Norway,55,64,54,56,44,36,46,48,12,6,6,9,12,65,46,60,56,50,63,87,86,80,56,79,57,68,70,65,53,Left,4,3,1,High/ High,Normal (170-185),67,56,44,51,65,23
10655,Jean Carlos Peña Ludeña,180,71,72,RB,65,1400000,500,Ecuador,65,51,58,61,25,59,62,62,10,6,8,8,14,49,64,46,35,36,46,71,77,74,52,72,44,61,71,52,25,Right,3,2,1,Medium/ High,Normal (170-185),62,47,31,59,60,24
10656,Mohannad Salem Ghazy Marzuk Al Amin,184,79,65,CB,65,190000,500,United Arab Emirates,36,28,67,50,32,63,65,66,13,11,6,6,13,65,65,34,46,32,55,52,55,43,63,39,54,79,63,79,22,Left,3,2,1,Medium/ High,Normal (170-185),42,28,28,52,47,37
10657,Ryan McLaughlin,174,69,68,RM,66,875000,2000,Northern Ireland,64,51,51,62,23,58,62,61,6,8,15,14,13,60,57,58,58,59,53,81,76,74,59,79,54,82,73,64,47,Right,3,3,1,High/ Medium,Normal (170-185),65,58,41,56,64,28
10658,Jason Knight,176,72,81,CAM,66,1800000,4000,Republic of Ireland,58,59,54,69,47,49,58,59,9,12,9,9,13,62,50,59,63,46,59,64,66,71,64,76,65,68,71,57,56,Right,3,2,1,Medium/ Medium,Lean (170-185),63,48,45,66,66,21
10659,Radosław Cierzniak,187,81,65,GK,65,80000,2000,Poland,12,13,17,41,8,12,24,25,64,64,61,66,63,33,23,15,44,22,57,36,42,58,62,44,46,64,28,56,14,Right,2,1,1,Medium/ Medium,Normal (185+),30,13,14,35,22,39
10660,Jordan Leborgne,173,63,70,RM,68,1100000,1000,France,68,51,60,72,61,63,66,63,9,12,9,12,9,58,55,65,63,60,64,68,70,66,55,80,64,58,69,60,54,Right,4,3,1,High/ Medium,Lean (170-185),68,63,65,70,66,27
10661,Luke Joyce,180,76,65,CDM,65,475000,3000,England,48,36,53,65,45,62,63,60,9,11,7,9,6,72,62,54,57,58,67,54,53,69,62,61,56,73,83,72,51,Right,3,2,1,Medium/ High,Normal (170-185),54,50,42,63,61,35
10662,Vincent Trummer,189,83,75,LB,65,1500000,4000,Austria,59,35,58,58,38,59,65,63,13,15,12,6,9,64,60,45,47,38,46,67,72,60,62,51,54,61,70,80,49,Left,3,2,1,Medium/ Medium,Lean (185+),57,39,41,54,62,22
10663,Mustafa Abdellaoue,181,74,65,ST,65,600000,2000,Norway,52,66,59,56,66,29,21,13,12,6,11,10,13,48,42,70,43,70,68,62,65,78,69,79,65,75,78,62,59,Right,3,3,1,High/ Medium,Lean (170-185),64,52,55,35,64,34
10664,Carlos Adriano de Souza Cruz,171,68,65,ST,65,575000,3000,Brazil,47,62,61,55,72,34,27,32,14,11,7,7,14,49,29,72,53,70,73,72,70,58,72,72,65,62,47,54,64,Right,3,3,2,Medium/ Low,Lean (170-185),60,50,69,49,65,35
10665,James Bolton,180,75,68,RB,65,875000,3000,England,56,29,60,58,22,60,62,62,13,11,13,10,7,65,59,45,44,36,50,78,79,72,60,66,51,74,73,67,34,Right,3,2,1,Medium/ Medium,Normal (170-185),59,42,30,52,59,28
10666,Ahmed Mohammed Sharahili,185,75,70,CB,67,925000,8000,Saudi Arabia,51,31,66,56,28,64,65,62,6,12,9,14,15,64,64,34,34,41,66,64,67,70,61,62,24,75,77,72,27,Left,2,2,1,Medium/ Medium,Normal (185+),53,32,26,33,58,28
10667,Lukas Josef Gugganig,191,83,68,CB,67,850000,3000,Austria,31,48,68,41,32,62,73,62,11,9,15,15,14,69,58,47,48,41,53,53,50,56,67,47,72,55,56,84,51,Right,2,2,1,Medium/ Medium,Normal (185+),31,60,65,58,50,27
10668,Mehdi Chahiri,180,77,70,RM,66,1100000,6000,France,65,57,42,66,58,44,40,37,9,7,10,10,5,43,34,59,61,53,57,75,71,62,61,61,64,46,54,56,51,Right,3,3,1,Medium/ Medium,Normal (170-185),65,62,60,62,66,26
10669,Jesper Drost,175,75,66,LM,67,825000,3000,Netherlands,60,62,59,66,63,40,52,51,8,12,15,15,7,60,41,60,67,62,70,67,73,72,66,75,62,43,78,65,60,Left,3,3,1,Medium/ Medium,Normal (170-185),64,60,56,62,68,29
10670,Christy Pym,182,70,70,GK,65,825000,2000,England,11,13,15,32,17,15,18,17,66,63,65,64,69,21,14,11,14,23,48,44,48,49,53,65,49,60,28,44,16,Right,4,1,1,Medium/ Medium,Stocky (170-185),19,15,33,34,24,27
10671,董春雨,187,81,65,GK,65,500000,3000,China PR,19,11,13,30,11,25,11,14,65,64,66,65,65,35,16,20,64,21,22,42,49,43,60,65,50,50,40,30,16,Left,3,1,1,Medium/ Medium,Normal (185+),13,17,18,43,23,31
10672,Mohammed Ali Shaker,185,83,72,CB,67,1300000,500,United Arab Emirates,29,21,62,53,23,65,66,65,8,13,7,7,15,66,60,31,34,34,51,55,65,37,65,55,39,74,67,77,25,Right,3,2,1,Medium/ High,Normal (185+),37,31,29,41,51,25
10673,Oscar Añez Urachianta,172,76,65,RB,65,625000,500,Bolivia,53,52,53,64,46,60,58,57,10,10,10,14,7,48,62,54,62,45,58,78,78,79,65,77,57,76,76,71,45,Right,3,3,1,Medium/ Medium,Normal (170-185),61,57,34,41,64,32
10674,Ebou Adams,178,76,72,CM,67,1400000,5000,Gambia,52,57,53,65,48,62,63,61,7,15,14,7,8,67,63,59,64,54,57,72,70,75,64,71,60,71,90,72,60,Right,3,2,1,High/ High,Lean (170-185),63,53,49,62,65,26
10675,杉岡 大暉,182,75,72,LM,66,1500000,2000,Japan,69,54,60,66,43,62,63,61,7,15,11,12,6,59,57,57,65,49,62,70,67,67,60,59,62,68,74,74,57,Left,3,2,1,Medium/ Medium,Lean (170-185),64,57,55,64,62,24
10676,Joel David Ezequiel Fernández,168,65,72,RB,65,1400000,500,Bolivia,61,58,60,53,33,58,62,64,10,14,13,10,11,38,57,47,41,44,57,85,79,79,54,73,42,69,75,73,38,Right,4,3,1,Low/ Medium,Normal (170-),65,47,39,54,62,23
10677,Alexander Juel Andersen,189,84,65,CB,65,600000,4000,Denmark,58,48,60,63,44,65,62,60,10,13,10,12,12,70,66,51,45,48,62,71,74,67,57,57,50,71,72,74,47,Right,3,2,1,Medium/ Medium,Normal (185+),56,49,37,55,63,31
10678,Illia Zabarnyi,186,81,79,CB,67,1500000,500,Ukraine,65,31,68,68,34,64,66,68,14,11,10,11,13,59,60,35,30,35,55,64,66,70,59,68,33,65,74,73,35,Right,2,2,1,Medium/ Medium,Normal (185+),35,36,57,56,52,20
10679,Hallur Hansson,182,77,65,CAM,66,750000,3000,Faroe Islands,56,62,45,66,59,48,53,43,14,10,10,9,9,82,52,68,65,54,65,74,74,76,63,81,72,58,90,65,66,Right,3,3,1,High/ High,Normal (170-185),64,64,60,63,65,30
10680,Simon Ivar Alexander Skrabb,174,75,67,LM,68,900000,9000,Finland,67,67,54,61,65,60,51,52,14,12,16,14,14,55,56,67,63,49,62,74,72,82,65,80,69,77,76,62,63,Left,2,3,1,High/ Medium,Normal (170-185),64,64,59,62,64,27
10681,Darren Pratley,185,69,65,CB,69,275000,2000,England,60,59,64,64,62,71,62,64,8,12,11,16,12,80,71,64,62,61,62,52,51,67,72,63,65,87,83,74,60,Right,2,3,1,Medium/ High,Lean (185+),64,61,52,61,65,37
10682,Harrison Chapman,172,70,75,CAM,66,1600000,10000,England,62,54,45,62,60,27,29,28,14,11,13,11,13,56,30,59,66,54,57,77,70,78,60,75,56,59,64,55,55,Right,3,3,1,High/ Low,Lean (170-185),72,49,48,56,63,25
10683,Gijs Smal,183,83,73,LB,65,1500000,2000,Netherlands,73,52,48,57,26,56,62,63,9,5,13,7,7,57,57,59,58,45,61,73,76,52,58,72,62,63,69,73,66,Left,3,2,1,High/ Medium,Normal (170-185),60,66,58,67,58,25
10684,Galin Stefanov Ivanov,178,72,65,CAM,65,0,0,Bulgaria,58,65,53,65,65,29,29,27,7,8,8,12,13,66,22,64,64,66,57,73,70,75,60,72,67,59,66,61,61,Right,3,2,1,Medium/ Medium,Normal (170-185),66,59,64,61,63,34
10685,Troels Kløve Hallstrom,177,76,65,RM,67,700000,4000,Denmark,55,61,47,66,62,55,60,54,14,12,15,11,14,43,56,56,64,47,67,79,76,75,69,82,66,45,84,61,65,Right,3,3,1,High/ Medium,Normal (170-185),68,61,60,60,68,32
10686,Sean Long,178,70,69,RWB,65,925000,3000,Republic of Ireland,61,34,55,55,27,61,63,59,14,8,11,6,14,63,59,52,50,37,60,69,67,70,58,66,49,73,82,67,40,Right,3,2,1,Medium/ Medium,Normal (170-185),60,54,34,51,62,27
10687,Eray Birniçan,188,89,65,GK,65,375000,4000,Turkey,15,12,16,22,15,14,11,13,58,60,53,73,72,42,13,12,45,24,47,52,52,55,60,55,40,59,32,71,17,Right,1,1,1,Medium/ Medium,Normal (185+),15,13,13,26,20,34
10688,İbrahim Akdağ,179,75,65,CDM,65,625000,4000,Turkey,56,43,53,75,52,67,64,64,7,6,12,9,8,58,59,44,62,60,58,52,60,45,60,61,51,58,53,53,34,Right,4,2,1,Medium/ Low,Lean (170-185),51,58,47,72,64,31
10689,조재완 Jae Wan Cho,174,70,68,ST,66,975000,2000,Korea Republic,56,66,59,58,44,22,32,19,9,11,7,9,14,57,31,64,52,63,61,79,82,82,65,76,66,61,75,58,61,Right,2,3,1,High/ Medium,Normal (170-185),63,59,35,56,64,27
10690,Sven Sonnenberg,194,87,73,CB,67,1500000,1000,Germany,28,24,68,55,25,63,67,62,15,9,12,7,8,60,62,28,26,33,64,63,67,54,62,34,44,62,69,80,18,Right,3,2,1,Medium/ Medium,Lean (185+),44,27,24,56,54,23
10691,Fotis Ioannidis,187,80,78,ST,67,1700000,500,Greece,32,67,65,55,55,13,23,24,6,13,10,5,5,44,19,70,55,63,61,70,66,67,61,62,70,68,62,72,62,Right,4,2,1,High/ Medium,Normal (185+),61,61,32,50,60,22
10692,Guilherme Mantuan,178,70,72,CDM,66,1400000,2000,Brazil,49,40,53,67,39,69,70,67,7,8,14,6,12,57,64,53,47,51,49,65,68,60,64,70,60,62,68,60,45,Right,2,2,1,Medium/ High,Normal (170-185),55,45,42,60,60,25
10693,Thomas Eisfeld,177,76,66,CAM,66,825000,5000,Germany,63,62,42,67,51,48,30,28,9,7,6,16,13,45,32,63,67,55,60,70,60,74,60,75,64,64,67,59,62,Right,3,3,1,Medium/ Medium,Normal (170-185),61,64,62,65,67,29
10694,Wilder José Cartagena Mendoza,180,77,70,CDM,66,950000,3000,Peru,45,45,55,66,39,61,61,59,15,13,8,8,14,75,63,49,57,39,59,76,65,75,51,65,60,78,78,68,56,Right,3,3,1,Medium/ Medium,Normal (170-185),55,62,45,65,70,28
10695,松下 佳貴,174,67,69,LM,67,900000,2000,Japan,68,57,48,67,40,63,64,62,9,14,6,5,9,62,65,59,65,44,57,75,75,57,62,72,56,56,59,61,54,Left,2,2,1,Medium/ Medium,Lean (170-185),62,52,37,65,67,28
10696,Victorio Gabriel Ramis,181,77,66,ST,67,850000,3000,Argentina,52,64,64,65,61,45,32,30,10,8,12,10,11,65,34,67,61,57,65,70,70,68,60,62,66,65,68,65,59,Right,3,3,1,High/ Medium,Normal (170-185),70,56,43,47,68,28
10697,Alec Hugo Deneumostier Ortmann,184,80,74,CB,67,1500000,500,Peru,39,27,63,64,30,71,68,68,9,14,14,15,9,49,62,38,33,34,54,46,59,48,57,57,39,72,46,72,22,Right,2,2,1,Medium/ Medium,Normal (170-185),37,35,28,52,50,23
10698,Richard Towell,173,66,65,CM,65,725000,6000,Republic of Ireland,59,57,55,66,56,58,63,59,7,14,8,7,9,74,63,59,65,64,64,68,67,73,67,75,65,68,81,67,64,Right,4,3,1,High/ High,Normal (170-185),60,59,63,64,63,31
10699,Yusuf Demir,177,65,86,CAM,67,2200000,950,Austria,67,61,43,56,56,15,18,11,12,11,6,6,15,54,19,57,66,56,48,76,70,81,54,87,63,67,55,38,66,Left,3,3,1,High/ Low,Lean (170-185),75,68,55,52,75,19
10700,Marvin Martin,171,68,65,CAM,65,575000,2000,France,69,61,52,68,61,38,56,35,16,6,15,12,13,63,64,66,71,61,71,54,40,67,54,73,70,31,30,45,67,Right,4,3,2,Medium/ Low,Stocky (170-185),66,74,73,66,66,34
10701,민상기 闵尚基,184,77,66,CB,66,675000,1000,Korea Republic,34,22,61,52,43,60,67,64,15,8,13,14,15,60,66,36,45,32,54,76,79,77,68,60,58,84,75,77,55,Right,3,2,1,Medium/ High,Normal (170-185),43,23,34,45,53,31
10702,Billy Jones,180,77,65,RB,65,375000,10000,England,58,52,58,62,45,67,68,66,6,11,14,12,15,70,66,44,51,57,61,55,51,65,66,68,57,70,66,65,58,Right,3,3,1,High/ Medium,Normal (170-185),61,58,59,59,64,35
10703,Stian Semb Aasmundsen,175,72,65,CM,65,675000,1000,Norway,66,58,45,67,42,58,54,48,10,9,14,10,11,63,59,57,68,48,61,54,64,73,68,77,59,83,80,68,57,Right,3,3,1,Medium/ Medium,Normal (170-185),63,55,61,64,67,33
10704,Niklas Gunnarsson,188,80,65,CB,65,600000,2000,Norway,58,46,62,64,44,67,66,64,9,16,9,11,11,68,61,56,55,40,59,63,66,48,58,62,63,56,73,80,42,Right,3,2,1,Medium/ Medium,Normal (185+),54,40,35,57,61,31
10705,Jason Derek Holt,164,70,66,CAM,67,825000,2000,Scotland,53,57,42,70,59,58,61,57,16,9,9,14,10,72,61,61,62,48,68,79,69,92,62,92,61,86,83,57,57,Right,4,3,1,High/ Medium,Normal (170-),63,57,43,64,69,29
10706,Luís Augusto Martins Rocha,174,70,66,LM,66,750000,3000,Portugal,65,56,51,66,46,60,66,58,9,13,10,14,13,67,62,68,60,47,62,71,73,70,62,70,72,65,65,65,56,Left,3,3,1,Medium/ Medium,Lean (170-185),66,73,68,65,64,29
10707,Stephane Acka,182,73,65,CB,65,600000,3000,Ivory Coast,35,32,62,58,38,62,65,64,9,13,8,11,11,75,61,34,36,52,60,59,61,54,53,62,53,83,72,82,46,Right,2,2,1,Low/ Medium,Normal (170-185),36,28,30,43,42,32
10708,Christoph Schösswendter,194,81,65,CB,65,500000,5000,Austria,26,23,78,56,17,64,68,58,16,12,13,16,6,68,62,25,31,35,53,42,39,35,52,37,39,65,73,80,22,Right,3,2,1,Medium/ High,Lean (185+),25,16,20,48,52,34
10709,Felicio Anando Brown Forbes,188,82,65,ST,65,725000,2000,Costa Rica,57,63,62,56,41,41,42,34,12,16,8,14,8,72,46,66,59,56,60,75,83,56,63,54,67,80,70,87,42,Right,3,3,1,Medium/ Medium,Stocky (185+),64,47,49,47,64,31
10710,Evanildo Borges Barbosa Junior,171,64,65,LB,65,625000,500,Brazil,67,32,49,59,27,65,66,62,12,7,10,12,6,54,59,42,33,34,45,60,60,53,70,81,21,60,70,45,28,Left,3,2,1,High/ Medium,Lean (170-185),53,54,28,24,65,32
10711,Issam Jebali,186,84,65,CAM,66,725000,4000,Tunisia,50,65,56,64,58,46,35,26,10,6,9,8,7,56,41,65,68,64,67,70,71,67,59,62,69,55,67,73,61,Right,3,4,1,Medium/ Medium,Normal (185+),71,57,48,55,67,31
10712,Pablo de Lucas Torres,180,71,65,CM,65,450000,2000,Spain,57,56,42,71,50,61,64,53,7,7,12,8,8,57,61,62,64,66,56,54,60,68,64,68,65,60,65,60,58,Left,3,3,1,Medium/ Medium,Lean (170-185),64,68,68,64,67,36
10713,Alexis Gonçalves Pereira,182,85,72,ST,67,1400000,2000,France,46,67,54,58,57,12,15,12,5,5,7,15,14,52,15,64,47,63,50,77,75,66,51,68,74,75,65,80,61,Right,3,3,1,Medium/ Medium,Stocky (170-185),66,45,43,41,65,25
10714,Ebrima Colley,182,75,76,ST,66,1600000,10000,Gambia,35,71,60,58,46,18,14,17,6,7,6,12,5,37,18,58,54,70,57,82,79,53,54,62,64,63,54,54,65,Right,3,2,1,High/ Low,Lean (170-185),69,43,37,45,68,22
10715,Jordan Thorniley,180,64,72,CB,67,1300000,2000,England,50,32,63,58,34,66,66,64,14,12,12,7,7,68,62,31,36,49,66,65,60,52,57,70,43,73,64,73,34,Left,2,2,1,Medium/ High,Normal (170-185),50,32,29,52,52,26
10716,Callum Connolly,183,70,70,CDM,67,1000000,13000,England,65,54,66,66,32,63,66,65,5,9,15,7,14,70,64,49,59,50,65,61,59,68,62,70,59,71,68,67,59,Right,3,3,1,Medium/ Medium,Lean (170-185),61,59,49,63,65,25
10717,Jeppe Arctander Moe,185,75,69,LB,65,950000,1000,Norway,64,25,58,59,23,56,63,59,10,15,6,13,5,60,68,46,52,37,57,69,68,66,57,74,52,72,71,58,30,Left,3,2,1,Medium/ Medium,Normal (185+),56,59,55,57,58,27
10718,Andreas Lukse,187,83,65,GK,65,350000,3000,Austria,9,12,8,32,12,8,10,9,66,62,60,64,68,22,28,15,34,24,13,43,38,32,62,57,45,59,28,63,9,Right,3,1,1,Medium/ Medium,Normal (185+),13,12,11,25,22,35
10719,Sergio Camello Pérez,177,69,81,ST,67,1900000,7000,Spain,37,68,62,62,63,24,18,13,13,8,13,11,11,27,21,68,54,59,63,66,67,59,64,72,61,64,50,48,62,Right,3,3,1,Medium/ Medium,Lean (170-185),67,54,34,42,67,21
10720,Ethan Ebanks-Landell,188,88,66,CB,66,725000,3000,England,51,39,61,52,35,64,66,64,10,8,8,7,11,70,62,33,52,36,49,54,55,54,60,54,66,68,60,81,58,Right,3,2,1,Medium/ Medium,Stocky (185+),52,32,22,52,52,30
10721,Johan Hindsgaul Absalonsen,177,76,65,LM,65,325000,4000,Denmark,63,59,47,64,63,54,50,41,11,7,9,7,9,59,47,61,65,68,69,64,68,66,64,74,70,53,61,63,61,Left,3,3,1,Medium/ High,Stocky (170-185),65,65,60,55,69,37
10722,Musa Araz,173,63,68,CAM,67,925000,8000,Switzerland,56,60,39,67,58,28,40,44,7,14,11,10,11,57,43,66,61,45,61,76,74,78,68,90,65,45,65,40,55,Left,4,3,1,High/ High,Normal (170-185),65,59,60,62,67,28
10723,邹德海,187,73,69,GK,65,750000,4000,China PR,18,16,19,30,14,25,14,12,62,64,60,65,67,21,20,17,21,21,23,49,42,30,65,53,45,62,33,64,14,Right,3,1,1,Medium/ Medium,Lean (185+),14,13,11,23,24,29
